0.691
0.691
0.59
0.506
0.45
0.362
0.31
0.272
0.244
0.226
0.348
0.786
1.047
1.032
0.883
0.722
0.579
0.469
0.402
0.393
0.44
0.531
0.618
0.697
0.716
0.716
0.693
0.638
0.581
0.489
0.446
0.42
0.399
0.481
0.614
0.925
0.938
0.844
0.733
0.612
0.502
0.418
0.372
0.369
0.383
0.426
0.493
0.572
0.605
0.554
0.554
0.502
0.433
0.363
0.245
0.245
0.146
0.129
0.178
0.422
0.666
0.562
0.474
0.411
0.365
0.33
0.323
0.349
0.39
0.488
0.573
0.613
0.604
0.604
0.565
0.497
0.427
0.338
0.317
0.316
0.328
0.345
0.345
0.395
0.768
0.987
0.855
0.74
0.632
0.515
0.441
0.335
